"Comp","In","Type","Date","Round","Match","Score","Tries","Points","Adv","Time","Adv"
"S15","AUS","Conference","Fri, 11 Apr 2014","9","Reds v Brumbies","20-23","2:2","1-4","Brisbane","19:40","-12"
"S15","NZL","International","Fri, 11 Apr 2014","9","Highlanders v Bulls","27-20","3:2","4-1","Dunedin","19:35","-12"
"S15","SAF","International","Sat, 05 Apr 2014","8","Cheetahs v Chiefs","43-43","4:6","3-3","Bloemfontein","15:00","0"
"S15","SAF","International","Sat, 05 Apr 2014","8","Lions v Crusaders","7-28","1:3","0-4","Johannesburg","17:05","13+"
"S15","SAF","International","Sat, 05 Apr 2014","8","Stormers v Waratahs","11-22","1:1","0-4","Cape Town","19:10","-12"
"S15","AUS","Conference","Sat, 05 Apr 2014","8","Reds v Force","29-32","2:3","1-4","Brisbane","18:40","-12"
"S15","NZL","International","Sat, 05 Apr 2014","8","Hurricanes v Bulls","25-20","1:2","4-1","Wellington","19:35","-12"
"S15","AUS","International","Fri, 04 Apr 2014","8","Brumbies v Blues","26-9","3:0","4-0","Canberra","19:40","13+"
"S15","NZL","International","Fri, 04 Apr 2014","8","Highlanders v Rebels","33-30","3:3","4-1","Dunedin","19:35","-12"
"S15","SAF","International","Sat, 29 Mar 2014","7","Sharks v Waratahs","32-10","2:1","4-0","Durban","17:05","13+"
"S15","SAF","International","Sat, 29 Mar 2014","7","Bulls v Chiefs","34-34","3:5","2-3","Pretoria","15:00","0"
"S15","AUS","International","Sat, 29 Mar 2014","7","Reds v Stormers","22-17","1:2","4-1","Brisbane","18:40","-12"
"S15","NZL","Conference","Sat, 29 Mar 2014","7","Blues v Highlanders","30-12","3:0","4-0","Auckland","19:35","13+"
"S15","AUS","Conference","Fri, 28 Mar 2014","7","Rebels v Brumbies","32-24","2:3","4-0","Melbourne","19:40","-12"
"S15","NZL","Conference","Fri, 28 Mar 2014","7","Crusaders v Hurricanes","26-29","3:4","1-5","Christchurch","19:35","-12"
"S15","AUS","International","Sat, 22 Mar 2014","6","Force v Chiefs","18-15","2:0","4-1","Perth","19:00","-12"
"S15","SAF","International","Sat, 22 Mar 2014","6","Lions v Reds","23-20","2:2","4-1","Johannesburg","17:05","-12"
"S15","SAF","Conference","Sat, 22 Mar 2014","6","Bulls v Sharks","23-19","2:1","4-1","Pretoria","19:10","-12"
"S15","AUS","International","Sat, 22 Mar 2014","6","Brumbies v Stormers","25-15","3:2","4-0","Canberra","19:40","-12"
"S15","NZL","International","Sat, 22 Mar 2014","6","Blues v Cheetahs","40-30","4:3","5-0","Auckland","19:35","-12"
"S15","AUS","Conference","Fri, 21 Mar 2014","6","Waratahs v Rebels","32-8","4:1","5-0","Sydney","19:40","13+"
"S15","NZL","Conference","Fri, 21 Mar 2014","6","Highlanders v Hurricanes","35-31","2:3","4-1","Dunedin","19:35","-12"
"S15","SAF","International","Sat, 15 Mar 2014","5","Lions v Blues","39-36","3:5","4-2","Johannesburg","15:00","-12"
"S15","SAF","International","Sat, 15 Mar 2014","5","Sharks v Reds","35-20","2:2","4-0","Durban","17:05","13+"
"S15","AUS","Conference","Sat, 15 Mar 2014","5","Brumbies v Waratahs","28-23","3:2","4-1","Canberra","19:40","-12"
"S15","NZL","International","Sat, 15 Mar 2014","5","Highlanders v Force","29-31","3:4","1-5","Dunedin","19:35","-12"
"S15","NZL","International","Sat, 15 Mar 2014","5","Hurricanes v Cheetahs","60-27","9:3","5-0","Wellington","16:35","13+"
"S15","AUS","International","Fri, 14 Mar 2014","5","Rebels v Crusaders","19-25","1:1","1-4","Melbourne","19:40","-12"
"S15","NZL","International","Fri, 14 Mar 2014","5","Chiefs v Stormers","36-20","5:2","5-0","Hamilton","19:35","13+"
"S15","AUS","Conference","Sat, 08 Mar 2014","4","Force v Rebels","32-7","4:1","5-0","Perth","16:40","13+"
"S15","SAF","Conference","Sat, 08 Mar 2014","4","Sharks v Lions","37-23","4:2","5-0","Durban","19:10","13+"
"S15","SAF","International","Sat, 08 Mar 2014","4","Bulls v Blues","38-22","4:1","5-0","Pretoria","17:05","13+"
"S15","NZL","International","Sat, 08 Mar 2014","4","Crusaders v Stormers","14-13","1:1","4-1","Christchurch","19:35","-12"
"S15","AUS","International","Fri, 07 Mar 2014","4","Reds v Cheetahs","43-33","5:3","5-0","Brisbane","18:40","-12"
"S15","NZL","International","Fri, 07 Mar 2014","4","Hurricanes v Brumbies","21-29","2:4","0-5","Wellington","19:35","-12"
"S15","AUS","International","Fri, 28 Feb 2014","3","Rebels v Cheetahs","35-14","5:2","5-0","Melbourne","19:40","13+"
"S15","SAF","International","Fri, 28 Feb 2014","3","Stormers v Hurricanes","19-18","1:2","4-1","Cape Town","19:10","-12"
"S15","NZL","Conference","Fri, 28 Feb 2014","3","Blues v Crusaders","35-24","4:3","5-0","Auckland","19:35","-12"
"S15","AUS","Conference","Sat, 01 Mar 2014","3","Force v Brumbies","14-27","2:3","0-4","Perth","19:00","13+"
"S15","SAF","Conference","Sat, 01 Mar 2014","3","Bulls v Lions","25-17","1:2","4-0","Pretoria","17:05","-12"
"S15","AUS","Conference","Sat, 01 Mar 2014","3","Waratahs v Reds","32-5","4:1","5-0","Sydney","19:40","13+"
"S15","NZL","Conference","Sat, 01 Mar 2014","3","Chiefs v Highlanders","21-19","3:1","4-1","Hamilton","19:35","-12"
"S15","AUS","Conference","Sun, 23 Feb 2014","2","Waratahs v Force","43-21","6:2","5-0","Sydney","16:05","13+"
"S15","SAF","Conference","Sat, 22 Feb 2014","2","Lions v Stormers","34-10","1:1","4-0","Johannesburg","19:10","13+"
"S15","SAF","International","Sat, 22 Feb 2014","2","Sharks v Hurricanes","27-9","2:0","4-0","Durban","17:05","13+"
"S15","AUS","Conference","Sat, 22 Feb 2014","2","Brumbies v Reds","17-27","1:3","0-4","Canberra","19:40","-12"
"S15","NZL","Conference","Sat, 22 Feb 2014","2","Highlanders v Blues","29-21","4:3","5-0","Dunedin","19:35","-12"
"S15","SAF","Conference","Fri, 21 Feb 2014","2","Cheetahs v Bulls","15-9","0:0","4-1","Bloemfontein","19:10","-12"
"S15","NZL","Conference","Fri, 21 Feb 2014","2","Crusaders v Chiefs","10-18","1:2","0-4","Christchurch","19:35","-12"
"S15","SAF","Conference","Sat, 15 Feb 2014","1","Cheetahs v Lions","20-21","2:0","1-4","Bloemfontein","17:05","-12"
"S15","SAF","Conference","Sat, 15 Feb 2014","1","Sharks v Bulls","31-16","4:1","5-0","Durban","19:10","13+"
"S15","NZL","Conference","Sat, 04 Jul 2015","Final","Hurricanes v Highlanders","14-21","1:2","1-4","Wellington","19:35","-12"
"S15","AUS","International","Sat, 27 Jun 2015","Semi","Waratahs v Highlanders","17-35","1:5","0-5","Sydney","19:55","13+"
"S15","NZL","International","Sat, 27 Jun 2015","Semi","Hurricanes v Brumbies","29-9","4:0","5-0","Wellington","19:35","13+"
"S15","SAF","International","Sat, 20 Jun 2015","Elim","Stormers v Brumbies","19-39","1:6","0-5","Cape Town","17:05","13+"
"S15","NZL","Conference","Sat, 20 Jun 2015","Elim","Highlanders v Chiefs","24-14","2:1","4-0","Dunedin","19:35","-12"
"S15","SAF","Conference","Sat, 13 Jun 2015","18","Sharks v Stormers","34-12","5:0","5-0","Durban","19:10","13+"
"S15","SAF","Conference","Sat, 13 Jun 2015","18","Bulls v Cheetahs","29-42","4:6","1-5","Pretoria","17:05","13+"
"S15","AUS","Conference","Sat, 13 Jun 2015","18","Waratahs v Reds","31-5","4:1","5-0","Sydney","19:40","13+"
"S15","AUS","International","Sat, 13 Jun 2015","18","Brumbies v Crusaders","24-37","3:4","0-5","Canberra","15:30","13+"
"S15","NZL","Conference","Sat, 13 Jun 2015","18","Chiefs v Hurricanes","13-21","1:3","0-4","New Plymouth","19:35","-12"
"S15","AUS","Conference","Fri, 12 Jun 2015","18","Rebels v Force","11-13","1:1","1-4","Melbourne","19:40","-12"
"S15","NZL","Conference","Fri, 12 Jun 2015","18","Blues v Highlanders","7-44","1:7","0-5","Auckland","19:35","13+"
"S15","AUS","International","Sat, 06 Jun 2015","17","Rebels v Bulls","21-20","3:2","4-1","Melbourne","15:30","-12"
"S15","SAF","International","Sat, 06 Jun 2015","17","Cheetahs v Waratahs","33-58","5:9","1-5","Bloemfontein","15:00","13+"
"S15","SAF","Conference","Sat, 06 Jun 2015","17","Stormers v Lions","19-19","3:3","2-2","Cape Town","17:05","0"
"S15","AUS","International","Sat, 06 Jun 2015","17","Reds v Chiefs","3-24","0:3","0-4","Brisbane","19:40","13+"
"S15","NZL","Conference","Sat, 06 Jun 2015","17","Blues v Crusaders","11-34","1:4","0-5","Auckland","19:35","13+"
"S15","AUS","Conference","Fri, 05 Jun 2015","17","Force v Brumbies","20-33","2:5","0-5","Perth","19:00","13+"
"S15","NZL","Conference","Fri, 05 Jun 2015","17","Hurricanes v Highlanders","56-20","8:3","5-0","Wellington","19:35","13+"
"S15","AUS","Conference","Sat, 30 May 2015","16","Force v Reds","10-32","1:4","0-5","Perth","17:40","13+"
"S15","SAF","International","Sat, 30 May 2015","16","Lions v Waratahs","27-22","3:3","4-1","Johannesburg","19:10","-12"
"S15","SAF","Conference","Sat, 30 May 2015","16","Stormers v Cheetahs","42-12","5:2","5-0","Cape Town","17:05","13+"
"S15","NZL","Conference","Sat, 30 May 2015","16","Highlanders v Chiefs","36-9","4:0","5-0","Dunedin","19:35","13+"
"S15","SAF","International","Fri, 29 May 2015","16","Sharks v Rebels","25-21","3:3","4-1","Durban","19:10","-12"
"S15","AUS","International","Fri, 29 May 2015","16","Brumbies v Bulls","22-16","3:1","4-1","Canberra","19:40","-12"
"S15","NZL","Conference","Fri, 29 May 2015","16","Crusaders v Hurricanes","35-18","4:2","5-0","Christchurch","19:35","13+"
"S15","AUS","International","Sat, 23 May 2015","15","Force v Highlanders","3-23","0:2","0-4","Perth","19:45","13+"
"S15","SAF","Conference","Sat, 23 May 2015","15","Cheetahs v Lions","17-40","2:4","0-5","Bloemfontein","17:05","13+"
"S15","SAF","International","Sat, 23 May 2015","15","Stormers v Rebels","31-15","3:2","4-0","Cape Town","19:10","13+"
"S15","AUS","International","Sat, 23 May 2015","15","Waratahs v Crusaders","32-22","4:3","5-0","Sydney","19:40","-12"
"S15","NZL","Conference","Sat, 23 May 2015","15","Blues v Hurricanes","5-29","1:4","0-5","Auckland","19:35","13+"
"S15","AUS","International","Fri, 22 May 2015","15","Reds v Sharks","14-21","2:2","1-4","Brisbane","19:40","-12"
"S15","NZL","International","Fri, 22 May 2015","15","Chiefs v Bulls","34-20","5:3","5-0","Rotorua","19:35","13+"
"S15","SAF","International","Sat, 16 May 2015","14","Cheetahs v Highlanders","24-45","3:7","0-5","Bloemfontein","19:10","13+"
"S15","SAF","International","Sat, 16 May 2015","14","Lions v Brumbies","20-30","2:4","0-5","Johannesburg","17:05","-12"
"S15","AUS","International","Sat, 16 May 2015","14","Waratahs v Sharks","33-18","3:2","4-0","Sydney","19:40","13+"
"S15","NZL","Conference","Sat, 16 May 2015","14","Hurricanes v Chiefs","22-18","3:2","4-1","Wellington","19:35","-12"
"S15","AUS","Conference","Fri, 15 May 2015","14","Reds v Rebels","46-29","6:4","5-1","Brisbane","19:40","13+"
"S15","NZL","International","Fri, 15 May 2015","14","Blues v Bulls","23-18","2:2","4-1","Auckland","19:35","-12"
"S15","AUS","Conference","Sat, 09 May 2015","13","Force v Waratahs","18-11","2:1","4-1","Perth","17:40","-12"
"S15","SAF","International","Sat, 09 May 2015","13","Lions v Highlanders","28-23","3:2","4-1","Johannesburg","15:00","-12"
"S15","SAF","International","Sat, 09 May 2015","13","Stormers v Brumbies","25-24","1:2","4-1","Cape Town","17:05","-12"
"S15","NZL","International","Sat, 09 May 2015","13","Hurricanes v Sharks","32-24","4:3","5-0","Wellington","19:35","-12"
"S15","AUS","International","Fri, 08 May 2015","13","Rebels v Blues","42-22","5:3","5-0","Melbourne","19:40","13+"
"S15","NZL","International","Fri, 08 May 2015","13","Crusaders v Reds","58-17","8:2","5-0","Christchurch","19:35","13+"
"S15","AUS","International","Sat, 02 May 2015","12","Rebels v Chiefs","16-15","2:2","4-1","Melbourne","19:40","-12"
"S15","SAF","Conference","Sat, 02 May 2015","12","Cheetahs v Stormers","25-17","3:2","4-0","Bloemfontein","17:05","-12"
"S15","SAF","Conference","Sat, 02 May 2015","12","Bulls v Lions","35-33","4:3","5-1","Pretoria","19:10","-12"
"S15","NZL","Conference","Sat, 02 May 2015","12","Hurricanes v Crusaders","29-23","4:2","5-1","Wellington","19:35","-12"
"S15","NZL","International","Sat, 02 May 2015","12","Blues v Force","41-24","5:4","5-1","Auckland","17:30","13+"
"S15","AUS","Conference","Fri, 01 May 2015","12","Brumbies v Waratahs","10-13","1:1","1-4","Canberra","19:40","-12"
"S15","NZL","International","Fri, 01 May 2015","12","Highlanders v Sharks","48-15","7:2","5-0","Dunedin","19:35","13+"
"S15","AUS","International","Sun, 26 Apr 2015","11","Reds v Hurricanes","19-35","3:4","0-5","Brisbane","16:05","13+"
"S15","SAF","Conference","Sat, 25 Apr 2015","11","Lions v Cheetahs","34-29","4:4","5-2","Johannesburg","17:05","-12"
"S15","SAF","Conference","Sat, 25 Apr 2015","11","Stormers v Bulls","15-13","0:1","4-1","Cape Town","19:10","-12"
"S15","AUS","Conference","Sat, 25 Apr 2015","11","Waratahs v Rebels","18-16","3:1","4-1","Sydney","19:40","-12"
"S15","NZL","Conference","Sat, 25 Apr 2015","11","Crusaders v Blues","29-15","4:2","5-0","Christchurch","19:35","13+"
"S15","AUS","International","Fri, 24 Apr 2015","11","Brumbies v Highlanders","31-18","4:2","5-0","Canberra","19:40","13+"
"S15","NZL","International","Fri, 24 Apr 2015","11","Chiefs v Force","35-27","4:4","5-1","Hamilton","19:35","-12"
"S15","AUS","International","Sat, 18 Apr 2015","10","Force v Stormers","6-13","0:1","1-4","Perth","19:45","-12"
"S15","SAF","International","Sat, 18 Apr 2015","10","Cheetahs v Reds","17-18","2:2","1-4","Bloemfontein","19:10","-12"
"S15","SAF","Conference","Sat, 18 Apr 2015","10","Sharks v Bulls","10-17","1:1","1-4","Durban","17:05","-12"
"S15","AUS","Conference","Sat, 18 Apr 2015","10","Brumbies v Rebels","8-13","1:1","1-4","Canberra","19:40","-12"
"S15","NZL","Conference","Sat, 18 Apr 2015","10","Highlanders v Blues","30-24","3:4","4-2","Dunedin","19:35","-12"
"S15","NZL","International","Sat, 18 Apr 2015","10","Hurricanes v Waratahs","24-29","4:4","2-5","Wellington","16:30","-12"
"S15","NZL","Conference","Fri, 17 Apr 2015","10","Crusaders v Chiefs","9-26","0:3","0-4","Christchurch","19:35","13+"
"S15","AUS","International","Sat, 11 Apr 2015","9","Force v Cheetahs","15-24","2:2","0-4","Perth","19:45","-12"
"S15","SAF","Conference","Sat, 11 Apr 2015","9","Lions v Sharks","23-21","3:3","4-1","Johannesburg","17:05","-12"
"S15","SAF","International","Sat, 11 Apr 2015","9","Bulls v Reds","43-22","6:4","5-1","Pretoria","15:00","13+"
"S15","AUS","International","Sat, 11 Apr 2015","9","Waratahs v Stormers","18-32","2:4","0-5","Sydney","19:40","13+"
"S15","NZL","Conference","Sat, 11 Apr 2015","9","Crusaders v Highlanders","20-25","2:3","1-4","Christchurch","19:35","-12"
"S15","NZL","International","Fri, 10 Apr 2015","9","Blues v Brumbies","16-14","1:1","4-1","Auckland","19:35","-12"
"S15","SAF","Conference","Sat, 04 Apr 2015","8","Lions v Bulls","22-18","1:0","4-1","Johannesburg","17:05","-12"
"S15","SAF","International","Sat, 04 Apr 2015","8","Sharks v Crusaders","10-52","1:8","0-5","Durban","15:00","13+"
"S15","AUS","International","Sat, 04 Apr 2015","8","Brumbies v Cheetahs","20-3","2:0","4-0","Canberra","19:40","13+"
"S15","NZL","Conference","Sat, 04 Apr 2015","8","Chiefs v Blues","23-16","2:1","4-1","Hamilton","19:35","-12"
"S15","AUS","Conference","Fri, 03 Apr 2015","8","Rebels v Reds","23-15","3:2","4-0","Melbourne","19:40","-12"
"S15","NZL","International","Fri, 03 Apr 2015","8","Hurricanes v Stormers","25-20","3:2","4-1","Wellington","19:35","-12"
"S15","SAF","International","Sat, 28 Mar 2015","7","Sharks v Force","15-9","2:0","4-1","Durban","17:05","-12"
"S15","SAF","International","Sat, 28 Mar 2015","7","Bulls v Crusaders","31-19","3:1","4-0","Pretoria","19:10","-12"
"S15","AUS","International","Sat, 28 Mar 2015","7","Waratahs v Blues","23-11","2:1","4-0","Sydney","19:40","-12"
"S15","NZL","International","Sat, 28 Mar 2015","7","Highlanders v Stormers","39-21","5:3","5-0","Dunedin","19:35","13+"
"S15","NZL","International","Sat, 28 Mar 2015","7","Chiefs v Cheetahs","37-27","4:3","5-0","Hamilton","16:30","-12"
"S15","AUS","International","Fri, 27 Mar 2015","7","Reds v Lions","17-18","2:2","1-4","Brisbane","19:00","-12"
"S15","NZL","International","Fri, 27 Mar 2015","7","Hurricanes v Rebels","36-12","5:0","5-0","Wellington","19:35","13+"
"S15","AUS","Conference","Sun, 22 Mar 2015","6","Waratahs v Brumbies","28-13","3:1","4-0","Sydney","16:05","13+"
"S15","SAF","International","Sat, 21 Mar 2015","6","Sharks v Chiefs","12-11","0:1","4-1","Durban","19:10","-12"
"S15","SAF","International","Sat, 21 Mar 2015","6","Bulls v Force","25-24","1:3","4-1","Pretoria","17:05","-12"
"S15","NZL","International","Sat, 21 Mar 2015","6","Crusaders v Cheetahs","57-14","8:2","5-0","Christchurch","19:35","13+"
"S15","AUS","International","Fri, 20 Mar 2015","6","Rebels v Lions","16-20","2:2","1-4","Melbourne","19:40","-12"
"S15","NZL","Conference","Fri, 20 Mar 2015","6","Highlanders v Hurricanes","13-20","1:2","1-4","Dunedin","19:35","-12"
"S15","SAF","Conference","Sat, 14 Mar 2015","5","Cheetahs v Sharks","10-27","1:4","0-5","Bloemfontein","17:05","13+"
"S15","SAF","International","Sat, 14 Mar 2015","5","Stormers v Chiefs","19-28","1:3","0-4","Cape Town","15:00","-12"
"S15","AUS","Conference","Sat, 14 Mar 2015","5","Reds v Brumbies","0-29","0:5","0-5","Brisbane","18:40","13+"
"S15","NZL","International","Sat, 14 Mar 2015","5","Highlanders v Waratahs","26-19","4:3","5-1","Dunedin","19:35","-12"
"S15","NZL","International","Sat, 14 Mar 2015","5","Crusaders v Lions","34-6","4:0","5-0","Christchurch","16:30","13+"
"S15","AUS","Conference","Fri, 13 Mar 2015","5","Force v Rebels","17-21","2:2","1-4","Perth","19:00","-12"
"S15","NZL","Conference","Fri, 13 Mar 2015","5","Hurricanes v Blues","30-23","4:2","5-1","Palmerston North","19:35","-12"
"S15","SAF","Conference","Sat, 07 Mar 2015","4","Cheetahs v Bulls","20-39","2:3","0-4","Bloemfontein","17:05","13+"
"S15","SAF","Conference","Sat, 07 Mar 2015","4","Stormers v Sharks","29-13","2:1","4-0","Cape Town","19:10","13+"
"S15","AUS","Conference","Sat, 07 Mar 2015","4","Reds v Waratahs","5-23","1:2","0-4","Brisbane","18:40","13+"
"S15","NZL","International","Sat, 07 Mar 2015","4","Blues v Lions","10-13","1:1","1-4","Albany","19:35","-12"
"S15","AUS","Conference","Fri, 06 Mar 2015","4","Brumbies v Force","27-15","4:2","5-0","Canberra","19:40","-12"
"S15","NZL","Conference","Fri, 06 Mar 2015","4","Chiefs v Highlanders","17-20","2:1","1-4","Hamilton","19:35","-12"
"S15","AUS","Conference","Sat, 28 Feb 2015","3","Rebels v Brumbies","15-20","0:2","1-4","Melbourne","19:40","-12"
"S15","SAF","Conference","Sat, 28 Feb 2015","3","Lions v Stormers","19-22","1:1","1-4","Johannesburg","19:10","-12"
"S15","SAF","Conference","Sat, 28 Feb 2015","3","Bulls v Sharks","43-35","4:2","5-0","Pretoria","17:05","-12"
"S15","NZL","Conference","Sat, 28 Feb 2015","3","Chiefs v Crusaders","40-16","5:1","5-0","Hamilton","19:35","13+"
"S15","AUS","International","Fri, 27 Feb 2015","3","Force v Hurricanes","13-42","1:5","0-5","Perth","19:00","13+"
"S15","SAF","International","Fri, 27 Feb 2015","3","Cheetahs v Blues","25-24","3:3","4-1","Bloemfontein","19:10","-12"
"S15","NZL","International","Fri, 27 Feb 2015","3","Highlanders v Reds","20-13","1:1","4-1","Dunedin","19:35","-12"
"S15","SAF","International","Sat, 21 Feb 2015","2","Stormers v Blues","27-16","2:1","4-0","Cape Town","17:05","-12"
"S15","SAF","Conference","Sat, 21 Feb 2015","2","Sharks v Lions","29-12","4:0","5-0","Durban","19:10","13+"
"S15","AUS","Conference","Sat, 21 Feb 2015","2","Reds v Force","18-6","2:0","4-0","Brisbane","18:40","-12"
"S15","NZL","Conference","Sat, 21 Feb 2015","2","Highlanders v Crusaders","20-26","2:2","1-4","Dunedin","19:35","-12"
"S15","AUS","Conference","Fri, 20 Feb 2015","2","Rebels v Waratahs","28-38","4:4","1-5","Melbourne","19:40","-12"
"S15","SAF","International","Fri, 20 Feb 2015","2","Bulls v Hurricanes","13-17","1:1","1-4","Pretoria","19:10","-12"
"S15","NZL","International","Fri, 20 Feb 2015","2","Chiefs v Brumbies","19-17","1:1","4-1","New Plymouth","19:35","-12"
