"Comp","In","Type","Date","Round","Match","Score","Tries","Points","Adv","Time","Adv"
"S15","NZL","International","Fri, 16 Mar 2012","4","Chiefs v Brumbies","29-22","2:1","4-1","Hamilton","19:35","-12"
"S15","AUS","International","Fri, 09 Mar 2012","3","Force v Hurricanes","19-46","1:6","0-5","Perth","19:05","13+"
"S15","NZL","Conference","Fri, 09 Mar 2012","3","Crusaders v Chiefs","19-24","1:2","1-4","Napier","19:35","-12"
"S15","SAF","Conference","Sat, 10 Mar 2012","3","Sharks v Lions","32-20","4:2","5-0","Durban","17:05","-12"
"S15","SAF","International","Sat, 10 Mar 2012","3","Bulls v Blues","23-29","3:2","1-4","Pretoria","19:10","-12"
"S15","AUS","Conference","Sat, 10 Mar 2012","3","Reds v Rebels","11-6","1:0","4-1","Brisbane","19:40","-12"
"S15","AUS","International","Sat, 10 Mar 2012","3","Brumbies v Cheetahs","24-23","2:2","4-1","Canberra","15:35","-12"
"S15","NZL","International","Sat, 10 Mar 2012","3","Highlanders v Waratahs","18-17","2:1","4-1","Dunedin","19:35","-12"
"S15","SAF","Conference","Sat, 03 Mar 2012","2","Cheetahs v Bulls","19-51","1:6","0-5","Bloemfontein","17:05","13+"
"S15","SAF","Conference","Sat, 03 Mar 2012","2","Stormers v Sharks","15-12","0:0","4-1","Cape Town","19:10","-12"
"S15","AUS","Conference","Sat, 03 Mar 2012","2","Reds v Force","35-20","2:2","4-0","Brisbane","19:40","13+"
"S15","NZL","Conference","Sat, 03 Mar 2012","2","Highlanders v Crusaders","27-24","3:2","4-1","Dunedin","19:35","-12"
"S15","AUS","Conference","Fri, 02 Mar 2012","2","Rebels v Waratahs","19-35","1:4","0-5","Melbourne","19:40","13+"
"S15","SAF","International","Fri, 02 Mar 2012","2","Lions v Hurricanes","28-30","3:3","1-4","Johannesburg","19:10","-12"
"S15","NZL","Conference","Fri, 02 Mar 2012","2","Chiefs v Blues","29-14","4:1","5-0","Hamilton","19:35","13+"
"S15","SAF","Conference","Sat, 25 Feb 2012","1","Lions v Cheetahs","27-25","0:1","4-1","Johannesburg","19:10","-12"
"S15","SAF","International","Sat, 25 Feb 2012","1","Stormers v Hurricanes","39-26","3:2","4-0","Cape Town","17:05","13+"
"S15","AUS","Conference","Sat, 25 Feb 2012","1","Waratahs v Reds","21-25","2:1","1-4","Sydney","19:40","-12"
"S15","NZL","Conference","Sat, 25 Feb 2012","1","Chiefs v Highlanders","19-23","1:2","1-4","Hamilton","19:35","-12"
"S15","SAF","Conference","Fri, 24 Feb 2012","1","Bulls v Sharks","18-13","0:1","4-1","Pretoria","19:10","-12"
"S15","AUS","Conference","Fri, 24 Feb 2012","1","Brumbies v Force","19-17","2:1","4-1","Canberra","19:40","-12"
"S15","NZL","Conference","Fri, 24 Feb 2012","1","Blues v Crusaders","18-19","2:1","1-4","Auckland","19:35","-12"
"S15","NZL","International","Sat, 03 Aug 2013","Final","Chiefs v Brumbies","27-22","2:1","4-1","Hamilton","19:35","-12"
"S15","SAF","International","Sat, 27 Jul 2013","Semi","Bulls v Brumbies","23-26","1:2","1-4","Pretoria","15:00","-12"
"S15","NZL","Conference","Sat, 27 Jul 2013","Semi","Chiefs v Crusaders","20-19","2:1","4-1","Hamilton","19:35","-12"
"S15","AUS","International","Sun, 21 Jul 2013","Elim","Brumbies v Cheetahs","15-13","0:2","4-1","Canberra","16:10","-12"
"S15","NZL","International","Sat, 20 Jul 2013","Elim","Crusaders v Reds","38-9","4:0","5-0","Christchurch","19:35","13+"
"S15","AUS","Conference","Sat, 13 Jul 2013","20","Force v Brumbies","21-15","3:2","4-1","Perth","19:40","-12"
"S15","SAF","Conference","Sat, 13 Jul 2013","20","Stormers v Bulls","30-13","3:1","4-0","Cape Town","19:10","13+"
"S15","SAF","Conference","Sat, 13 Jul 2013","20","Sharks v Kings","58-13","10:2","5-0","Durban","17:05","13+"
"S15","AUS","Conference","Sat, 13 Jul 2013","20","Waratahs v Reds","12-14","2:1","1-4","Sydney","19:40","-12"
"S15","NZL","Conference","Sat, 13 Jul 2013","20","Blues v Chiefs","16-26","1:4","0-5","Auckland","19:35","-12"
"S15","AUS","International","Fri, 12 Jul 2013","20","Rebels v Highlanders","38-37","6:4","5-2","Melbourne","19:40","-12"
"S15","NZL","Conference","Fri, 12 Jul 2013","20","Crusaders v Hurricanes","25-17","3:2","4-0","Christchurch","19:35","-12"
"S15","SAF","Conference","Sat, 06 Jul 2013","19","Kings v Stormers","12-24","0:2","0-4","Port Elizabeth","17:05","-12"
"S15","SAF","International","Sat, 06 Jul 2013","19","Cheetahs v Blues","34-13","3:1","4-0","Bloemfontein","15:00","13+"
"S15","SAF","Conference","Sat, 06 Jul 2013","19","Bulls v Sharks","20-19","2:2","4-1","Pretoria","19:10","-12"
"S15","NZL","Conference","Sat, 06 Jul 2013","19","Hurricanes v Highlanders","44-49","5:6","2-5","Wellington","19:35","-12"
"S15","NZL","Conference","Fri, 05 Jul 2013","19","Crusaders v Chiefs","43-15","5:2","5-0","Christchurch","19:35","13+"
"S15","SAF","Conference","Sat, 29 Jun 2013","18","Stormers v Cheetahs","28-3","3:0","4-0","Cape Town","19:10","13+"
"S15","SAF","International","Sat, 29 Jun 2013","18","Sharks v Blues","22-20","3:3","4-1","Durban","15:00","-12"
"S15","SAF","Conference","Sat, 29 Jun 2013","18","Bulls v Kings","48-18","6:2","5-0","Pretoria","17:05","13+"
"S15","NZL","Conference","Sat, 29 Jun 2013","18","Highlanders v Crusaders","12-40","2:4","0-5","Dunedin","19:35","13+"
"S15","NZL","Conference","Fri, 28 Jun 2013","18","Chiefs v Hurricanes","34-22","4:3","5-0","Hamilton","19:35","-12"
"S15","AUS","Conference","Sun, 09 Jun 2013","17","Force v Waratahs","13-28","2:3","0-4","Perth","14:05","13+"
"S15","AUS","Conference","Fri, 07 Jun 2013","17","Brumbies v Rebels","39-17","6:2","5-0","Canberra","19:40","13+"
"S15","AUS","International","Fri, 31 May 2013","16","Brumbies v Hurricanes","30-23","2:2","4-1","Canberra","19:40","-12"
"S15","NZL","International","Fri, 31 May 2013","16","Crusaders v Waratahs","23-22","2:3","4-1","Christchurch","19:35","-12"
"S15","SAF","Conference","Sat, 01 Jun 2013","16","Cheetahs v Bulls","25-30","3:3","1-4","Bloemfontein","19:10","-12"
"S15","SAF","Conference","Sat, 01 Jun 2013","16","Stormers v Kings","19-11","1:1","4-0","Cape Town","17:05","-12"
"S15","AUS","Conference","Sat, 01 Jun 2013","16","Reds v Rebels","33-20","4:2","5-0","Brisbane","19:40","13+"
"S15","NZL","Conference","Sat, 01 Jun 2013","16","Highlanders v Blues","38-28","4:4","5-1","Dunedin","19:35","-12"
"S15","SAF","Conference","Sat, 25 May 2013","15","Kings v Cheetahs","22-34","1:4","0-5","Port Elizabeth","15:00","-12"
"S15","AUS","International","Sat, 25 May 2013","15","Force v Highlanders","19-18","1:0","4-1","Perth","17:40","-12"
"S15","SAF","International","Sat, 25 May 2013","15","Stormers v Reds","20-15","1:0","4-1","Cape Town","17:05","-12"
"S15","SAF","Conference","Sat, 25 May 2013","15","Sharks v Bulls","16-18","1:0","1-4","Durban","19:10","-12"
"S15","NZL","International","Sat, 25 May 2013","15","Blues v Brumbies","13-20","1:1","1-4","Auckland","19:35","-12"
"S15","AUS","Conference","Fri, 24 May 2013","15","Rebels v Waratahs","24-22","2:1","4-1","Melbourne","19:40","-12"
"S15","NZL","Conference","Fri, 24 May 2013","15","Chiefs v Crusaders","28-19","3:1","4-0","Hamilton","19:35","-12"
"S15","SAF","International","Sat, 18 May 2013","14","Cheetahs v Reds","27-13","2:1","4-0","Bloemfontein","19:10","13+"
"S15","SAF","International","Sat, 18 May 2013","14","Bulls v Highlanders","35-18","4:2","5-0","Pretoria","17:05","13+"
"S15","AUS","Conference","Sat, 18 May 2013","14","Waratahs v Brumbies","28-22","3:2","4-1","Sydney","19:40","-12"
"S15","NZL","Conference","Sat, 18 May 2013","14","Crusaders v Blues","23-3","2:0","4-0","Christchurch","19:35","13+"
"S15","AUS","International","Fri, 17 May 2013","14","Rebels v Stormers","30-21","3:3","4-0","Melbourne","19:40","-12"
"S15","AUS","International","Fri, 17 May 2013","14","Force v Sharks","13-23","1:2","0-4","Perth","19:40","-12"
"S15","NZL","Conference","Fri, 17 May 2013","14","Hurricanes v Chiefs","12-17","0:1","1-4","Wellington","19:35","-12"
"S15","SAF","International","Sat, 11 May 2013","13","Kings v Highlanders","34-27","4:4","5-2","Port Elizabeth","17:05","-12"
"S15","AUS","International","Sat, 11 May 2013","13","Waratahs v Stormers","21-15","2:0","4-1","Sydney","19:40","-12"
"S15","NZL","International","Sat, 11 May 2013","13","Blues v Rebels","36-32","6:5","5-2","Auckland","19:35","-12"
"S15","SAF","International","Fri, 10 May 2013","13","Cheetahs v Hurricanes","34-39","3:4","1-5","Bloemfontein","19:10","-12"
"S15","AUS","International","Fri, 10 May 2013","13","Reds v Sharks","32-17","4:2","5-0","Brisbane","19:40","13+"
"S15","NZL","International","Fri, 10 May 2013","13","Chiefs v Force","22-21","1:2","4-1","Pukekohe","19:35","-12"
"S15","AUS","International","Sun, 05 May 2013","12","Brumbies v Crusaders","23-30","2:3","1-4","Canberra","16:05","-12"
"S15","SAF","International","Sat, 04 May 2013","12","Kings v Waratahs","10-72","1:11","0-5","Port Elizabeth","17:05","13+"
"S15","AUS","Conference","Sat, 04 May 2013","12","Force v Reds","11-11","1:1","2-2","Perth","17:40","0"
"S15","SAF","International","Sat, 04 May 2013","12","Bulls v Hurricanes","48-14","6:2","5-0","Pretoria","19:10","13+"
"S15","NZL","International","Sat, 04 May 2013","12","Highlanders v Sharks","25-22","3:3","4-1","Dunedin","19:35","-12"
"S15","AUS","International","Fri, 03 May 2013","12","Rebels v Chiefs","33-39","5:6","2-5","Melbourne","19:40","-12"
"S15","NZL","International","Fri, 03 May 2013","12","Blues v Stormers","18-17","0:2","4-1","Albany","19:35","-12"
"S15","NZL","International","Sun, 28 Apr 2013","11","Crusaders v Rebels","30-26","2:3","4-1","Christchurch","16:05","-12"
"S15","SAF","Conference","Sat, 27 Apr 2013","11","Cheetahs v Kings","26-12","3:0","4-0","Bloemfontein","19:10","13+"
"S15","SAF","International","Sat, 27 Apr 2013","11","Bulls v Waratahs","30-19","2:3","4-0","Pretoria","17:05","-12"
"S15","AUS","Conference","Sat, 27 Apr 2013","11","Brumbies v Force","41-7","6:1","5-0","Canberra","19:40","13+"
"S15","NZL","International","Sat, 27 Apr 2013","11","Chiefs v Sharks","37-29","4:4","5-1","Hamilton","19:35","-12"
"S15","AUS","International","Fri, 26 Apr 2013","11","Reds v Blues","12-11","0:1","4-1","Brisbane","19:40","-12"
"S15","NZL","International","Fri, 26 Apr 2013","11","Hurricanes v Stormers","16-18","2:2","1-4","Palmerston North","19:35","-12"
"S15","SAF","Conference","Sat, 20 Apr 2013","10","Kings v Bulls","0-34","0:4","0-5","Port Elizabeth","19:10","13+"
"S15","SAF","Conference","Sat, 20 Apr 2013","10","Sharks v Cheetahs","6-12","0:2","1-4","Durban","17:05","-12"
"S15","AUS","Conference","Sat, 20 Apr 2013","10","Reds v Brumbies","19-19","3:1","2-2","Brisbane","19:40","0"
"S15","NZL","Conference","Sat, 20 Apr 2013","10","Crusaders v Highlanders","24-8","2:1","4-0","Christchurch","19:35","13+"
"S15","AUS","International","Fri, 19 Apr 2013","10","Waratahs v Chiefs","25-20","3:2","4-1","Sydney","19:40","-12"
"S15","NZL","International","Fri, 19 Apr 2013","10","Hurricanes v Force","22-16","3:1","4-1","Wellington","19:35","-12"
"S15","AUS","International","Sat, 13 Apr 2013","9","Rebels v Kings","27-30","3:3","1-4","Melbourne","19:40","-12"
"S15","AUS","International","Sat, 13 Apr 2013","9","Force v Crusaders","16-14","1:1","4-1","Perth","19:40","-12"
"S15","SAF","Conference","Sat, 13 Apr 2013","9","Stormers v Sharks","22-15","1:0","4-1","Cape Town","17:05","-12"
"S15","SAF","Conference","Sat, 13 Apr 2013","9","Bulls v Cheetahs","26-20","2:1","4-1","Pretoria","19:10","-12"
"S15","NZL","International","Sat, 13 Apr 2013","9","Chiefs v Reds","23-31","2:4","0-5","Hamilton","16:35","-12"
"S15","NZL","Conference","Sat, 13 Apr 2013","9","Blues v Hurricanes","28-6","4:0","5-0","Auckland","19:35","13+"
"S15","NZL","International","Fri, 12 Apr 2013","9","Highlanders v Brumbies","19-30","1:3","0-4","Dunedin","19:35","-12"
"S15","AUS","Conference","Sat, 06 Apr 2013","8","Force v Rebels","23-30","3:4","1-5","Perth","16:40","-12"
"S15","SAF","Conference","Sat, 06 Apr 2013","8","Cheetahs v Stormers","26-24","2:2","4-1","Bloemfontein","17:05","-12"
"S15","NZL","International","Sat, 06 Apr 2013","8","Hurricanes v Waratahs","41-29","4:3","5-0","Wellington","19:35","-12"
"S15","SAF","International","Fri, 05 Apr 2013","8","Sharks v Crusaders","21-17","0:1","4-1","Durban","19:10","-12"
"S15","AUS","International","Fri, 05 Apr 2013","8","Brumbies v Kings","28-28","2:4","2-3","Canberra","19:40","0"
"S15","NZL","Conference","Fri, 05 Apr 2013","8","Blues v Highlanders","29-18","4:2","5-0","Auckland","19:35","-12"
"S15","AUS","Conference","Sun, 31 Mar 2013","7","Waratahs v Force","23-19","1:1","4-1","Sydney","16:05","-12"
"S15","SAF","International","Sat, 30 Mar 2013","7","Cheetahs v Rebels","34-16","5:1","5-0","Bloemfontein","17:05","13+"
"S15","SAF","International","Sat, 30 Mar 2013","7","Stormers v Crusaders","14-19","1:1","1-4","Cape Town","19:10","-12"
"S15","AUS","International","Sat, 30 Mar 2013","7","Brumbies v Bulls","23-20","1:2","4-1","Canberra","19:40","-12"
"S15","NZL","International","Sat, 30 Mar 2013","7","Hurricanes v Kings","46-30","6:3","5-0","Wellington","16:35","13+"
"S15","NZL","Conference","Sat, 30 Mar 2013","7","Chiefs v Blues","23-16","2:1","4-1","Mount Maunganui","19:35","-12"
"S15","NZL","International","Fri, 29 Mar 2013","7","Highlanders v Reds","33-34","3:4","1-5","Dunedin","19:35","-12"
"S15","AUS","International","Sun, 24 Mar 2013","6","Waratahs v Blues","30-27","3:3","4-1","Sydney","16:05","-12"
"S15","AUS","International","Sat, 23 Mar 2013","6","Force v Cheetahs","10-19","1:1","0-4","Perth","18:40","-12"
"S15","SAF","International","Sat, 23 Mar 2013","6","Stormers v Brumbies","35-22","4:1","5-0","Cape Town","19:10","13+"
"S15","SAF","International","Sat, 23 Mar 2013","6","Sharks v Rebels","64-7","10:1","5-0","Durban","17:05","13+"
"S15","AUS","International","Sat, 23 Mar 2013","6","Reds v Bulls","23-18","2:0","4-1","Brisbane","18:40","-12"
"S15","NZL","International","Sat, 23 Mar 2013","6","Crusaders v Kings","55-20","7:2","5-0","Christchurch","19:35","13+"
"S15","NZL","Conference","Fri, 22 Mar 2013","6","Chiefs v Highlanders","19-7","1:1","4-0","Hamilton","19:35","-12"
"S15","SAF","International","Sat, 16 Mar 2013","5","Sharks v Brumbies","10-29","1:4","0-5","Durban","17:05","13+"
"S15","AUS","Conference","Sat, 16 Mar 2013","5","Reds v Force","12-19","0:1","1-4","Brisbane","18:40","-12"
"S15","NZL","International","Sat, 16 Mar 2013","5","Crusaders v Bulls","41-19","6:1","5-0","Christchurch","19:35","13+"
"S15","SAF","International","Fri, 15 Mar 2013","5","Kings v Chiefs","24-35","2:4","0-5","Port Elizabeth","19:10","-12"
"S15","AUS","International","Fri, 15 Mar 2013","5","Waratahs v Cheetahs","26-27","2:3","1-4","Sydney","19:40","-12"
"S15","NZL","Conference","Fri, 15 Mar 2013","5","Highlanders v Hurricanes","19-23","1:3","1-4","Dunedin","19:35","-12"
"S15","SAF","Conference","Sat, 09 Mar 2013","4","Kings v Sharks","12-21","0:0","0-4","Port Elizabeth","19:10","-12"
"S15","SAF","International","Sat, 09 Mar 2013","4","Stormers v Chiefs","36-34","3:4","4-2","Cape Town","17:05","-12"
"S15","AUS","Conference","Sat, 09 Mar 2013","4","Brumbies v Waratahs","35-6","4:0","5-0","Canberra","19:40","13+"
"S15","NZL","International","Sat, 09 Mar 2013","4","Highlanders v Cheetahs","19-36","3:3","0-4","Invercargill","19:35","13+"
"S15","AUS","Conference","Fri, 08 Mar 2013","4","Rebels v Reds","13-23","1:2","0-4","Melbourne","19:40","-12"
"S15","NZL","Conference","Fri, 08 Mar 2013","4","Hurricanes v Crusaders","29-28","2:4","4-2","Wellington","19:35","-12"
"S15","NZL","International","Sun, 10 Mar 2013","4","Blues v Bulls","21-28","2:3","1-4","Auckland","16:05","-12"
"S15","SAF","Conference","Sat, 02 Mar 2013","3","Sharks v Stormers","12-6","0:0","4-1","Durban","19:10","-12"
"S15","SAF","International","Sat, 02 Mar 2013","3","Bulls v Force","36-26","4:2","5-0","Pretoria","17:05","-12"
"S15","NZL","International","Sat, 02 Mar 2013","3","Chiefs v Cheetahs","45-3","6:0","5-0","Hamilton","19:35","13+"
"S15","AUS","Conference","Fri, 01 Mar 2013","3","Waratahs v Rebels","31-26","3:2","4-1","Sydney","19:20","-12"
"S15","AUS","International","Fri, 01 Mar 2013","3","Reds v Hurricanes","18-12","2:0","4-1","Brisbane","21:20","-12"
"S15","NZL","Conference","Fri, 01 Mar 2013","3","Blues v Crusaders","34-15","5:0","5-0","Auckland","19:30","13+"
"S15","SAF","International","Sat, 23 Feb 2013","2","Kings v Force","22-10","2:2","4-0","Port Elizabeth","19:10","-12"
"S15","SAF","Conference","Sat, 23 Feb 2013","2","Cheetahs v Sharks","22-29","3:2","1-4","Bloemfontein","17:05","-12"
"S15","AUS","Conference","Sat, 23 Feb 2013","2","Reds v Waratahs","25-17","3:2","4-0","Brisbane","18:40","-12"
"S15","NZL","Conference","Sat, 23 Feb 2013","2","Hurricanes v Blues","20-34","2:4","0-5","Wellington","19:35","13+"
"S15","AUS","Conference","Fri, 22 Feb 2013","2","Rebels v Brumbies","13-30","1:4","0-5","Melbourne","19:40","13+"
"S15","SAF","Conference","Fri, 22 Feb 2013","2","Bulls v Stormers","25-17","1:2","4-0","Pretoria","19:10","-12"
"S15","NZL","Conference","Fri, 22 Feb 2013","2","Highlanders v Chiefs","27-41","3:4","0-5","Dunedin","19:35","13+"
"S15","AUS","Conference","Sat, 16 Feb 2013","1","Brumbies v Reds","24-6","2:0","4-0","Canberra","19:40","13+"
"S15","AUS","Conference","Fri, 15 Feb 2013","1","Rebels v Force","30-23","3:3","4-1","Melbourne","19:40","-12"
"S15","AUS","International","Sat, 02 Aug 2014","Final","Waratahs v Crusaders","33-32","2:2","4-1","Sydney","19:30","-12"
"S15","AUS","Conference","Sat, 26 Jul 2014","Semi","Waratahs v Brumbies","26-8","3:1","4-0","Sydney","19:30","13+"
"S15","NZL","International","Sat, 26 Jul 2014","Semi","Crusaders v Sharks","38-6","5:0","5-0","Christchurch","19:35","13+"
"S15","SAF","International","Sat, 19 Jul 2014","Elim","Sharks v Highlanders","31-27","3:3","4-1","Durban","17:05","-12"
"S15","AUS","International","Sat, 19 Jul 2014","Elim","Brumbies v Chiefs","32-30","4:4","5-2","Canberra","17:40","-12"
"S15","SAF","Conference","Sat, 12 Jul 2014","19","Lions v Cheetahs","60-25","8:3","5-0","Johannesburg","17:05","13+"
"S15","SAF","Conference","Sat, 12 Jul 2014","19","Stormers v Sharks","10-34","1:3","0-4","Cape Town","19:10","13+"
"S15","AUS","Conference","Sat, 12 Jul 2014","19","Reds v Waratahs","3-34","0:4","0-5","Brisbane","19:40","13+"
"S15","NZL","Conference","Sat, 12 Jul 2014","19","Crusaders v Highlanders","34-8","4:1","5-0","Christchurch","19:35","13+"
"S15","SAF","International","Fri, 11 Jul 2014","19","Bulls v Rebels","40-7","4:1","5-0","Pretoria","19:10","13+"
"S15","AUS","Conference","Fri, 11 Jul 2014","19","Brumbies v Force","47-25","7:3","5-0","Canberra","19:40","13+"
"S15","NZL","Conference","Fri, 11 Jul 2014","19","Blues v Chiefs","8-11","1:1","1-4","Auckland","19:35","-12"
"S15","AUS","International","Sun, 06 Jul 2014","18","Waratahs v Highlanders","44-16","6:1","5-0","Sydney","16:05","13+"
"S15","AUS","Conference","Sat, 05 Jul 2014","18","Force v Reds","30-20","3:2","4-0","Perth","17:40","-12"
"S15","SAF","Conference","Sat, 05 Jul 2014","18","Cheetahs v Sharks","27-20","3:2","4-1","Bloemfontein","19:10","-12"
"S15","SAF","Conference","Sat, 05 Jul 2014","18","Stormers v Bulls","16-0","1:0","4-0","Cape Town","17:05","13+"
"S15","NZL","Conference","Sat, 05 Jul 2014","18","Crusaders v Blues","21-13","2:1","4-0","Christchurch","19:35","-12"
"S15","SAF","International","Fri, 04 Jul 2014","18","Lions v Rebels","34-17","3:2","4-0","Johannesburg","19:10","13+"
"S15","NZL","Conference","Fri, 04 Jul 2014","18","Chiefs v Hurricanes","24-16","2:1","4-0","Hamilton","19:35","-12"
"S15","AUS","International","Sat, 28 Jun 2014","17","Force v Blues","14-40","2:6","0-5","Perth","19:45","13+"
"S15","AUS","Conference","Sat, 28 Jun 2014","17","Waratahs v Brumbies","39-8","5:1","5-0","Sydney","19:40","13+"
"S15","NZL","Conference","Sat, 28 Jun 2014","17","Hurricanes v Crusaders","16-9","2:0","4-1","Wellington","19:35","-12"
"S15","AUS","Conference","Fri, 27 Jun 2014","17","Rebels v Reds","20-36","3:6","0-5","Melbourne","19:40","13+"
"S15","NZL","Conference","Fri, 27 Jun 2014","17","Highlanders v Chiefs","29-25","2:3","4-1","Dunedin","19:35","-12"
"S15","SAF","Conference","Sat, 31 May 2014","16","Lions v Bulls","32-21","2:2","4-0","Johannesburg","17:05","-12"
"S15","SAF","Conference","Sat, 31 May 2014","16","Sharks v Stormers","19-21","1:0","1-4","Durban","19:10","-12"
"S15","AUS","Conference","Sat, 31 May 2014","16","Brumbies v Rebels","37-10","6:1","5-0","Canberra","19:40","13+"
"S15","NZL","International","Sat, 31 May 2014","16","Chiefs v Waratahs","17-33","2:3","0-4","New Plymouth","16:35","13+"
"S15","NZL","Conference","Sat, 31 May 2014","16","Blues v Hurricanes","37-24","5:4","5-1","Auckland","19:35","13+"
"S15","AUS","International","Fri, 30 May 2014","16","Reds v Highlanders","38-31","5:4","5-2","Brisbane","19:40","-12"
"S15","NZL","International","Fri, 30 May 2014","16","Crusaders v Force","30-7","3:1","4-0","Christchurch","19:35","13+"
"S15","AUS","International","Sat, 24 May 2014","15","Force v Lions","29-19","4:1","5-0","Perth","17:40","-12"
"S15","SAF","Conference","Sat, 24 May 2014","15","Stormers v Cheetahs","33-0","4:0","5-0","Cape Town","17:05","13+"
"S15","SAF","International","Sat, 24 May 2014","15","Bulls v Brumbies","44-23","4:3","5-0","Pretoria","19:10","13+"
"S15","NZL","Conference","Sat, 24 May 2014","15","Highlanders v Crusaders","30-32","4:4","2-5","Dunedin","17:35","-12"
"S15","NZL","Conference","Sat, 24 May 2014","15","Hurricanes v Chiefs","45-8","6:1","5-0","Wellington","19:35","13+"
"S15","AUS","Conference","Fri, 23 May 2014","15","Rebels v Waratahs","19-41","1:6","0-5","Melbourne","19:40","13+"
"S15","NZL","International","Fri, 23 May 2014","15","Blues v Sharks","23-29","2:2","1-4","Albany","19:35","-12"
"S15","AUS","International","Sun, 18 May 2014","14","Waratahs v Lions","41-13","5:1","5-0","Sydney","16:05","13+"
"S15","SAF","International","Sat, 17 May 2014","14","Cheetahs v Brumbies","27-21","2:2","4-1","Bloemfontein","19:10","-12"
"S15","SAF","International","Sat, 17 May 2014","14","Stormers v Force","24-8","3:1","4-0","Cape Town","17:05","13+"
"S15","AUS","Conference","Sat, 17 May 2014","14","Reds v Rebels","27-30","3:3","1-4","Brisbane","19:40","-12"
"S15","NZL","International","Sat, 17 May 2014","14","Crusaders v Sharks","25-30","1:3","1-4","Christchurch","19:35","-12"
"S15","NZL","Conference","Fri, 16 May 2014","14","Hurricanes v Highlanders","16-18","1:0","1-4","Wellington","19:35","-12"
"S15","AUS","International","Fri, 09 May 2014","13","Rebels v Hurricanes","15-25","2:1","0-4","Melbourne","19:40","-12"
"S15","NZL","Conference","Fri, 09 May 2014","13","Chiefs v Blues","32-20","4:2","5-0","New Plymouth","19:35","-12"
"S15","AUS","International","Sun, 11 May 2014","13","Reds v Crusaders","29-57","4:6","1-5","Brisbane","16:05","13+"
"S15","SAF","International","Sat, 10 May 2014","13","Cheetahs v Force","16-23","1:2","1-4","Bloemfontein","17:05","-12"
"S15","SAF","Conference","Sat, 10 May 2014","13","Bulls v Stormers","28-12","1:2","4-0","Pretoria","19:10","13+"
"S15","AUS","International","Sat, 10 May 2014","13","Brumbies v Sharks","16-9","1:0","4-1","Canberra","19:40","-12"
"S15","NZL","International","Sat, 10 May 2014","13","Highlanders v Lions","23-22","3:4","4-2","Dunedin","19:35","-12"
"S15","SAF","International","Sat, 03 May 2014","12","Stormers v Highlanders","29-28","4:4","5-2","Cape Town","15:00","-12"
"S15","SAF","Conference","Sat, 03 May 2014","12","Bulls v Cheetahs","26-21","2:2","4-1","Pretoria","17:05","-12"
"S15","AUS","International","Sat, 03 May 2014","12","Waratahs v Hurricanes","39-30","5:3","5-0","Sydney","19:40","-12"
"S15","NZL","International","Sat, 03 May 2014","12","Crusaders v Brumbies","40-20","3:2","4-0","Christchurch","16:35","13+"
"S15","NZL","International","Sat, 03 May 2014","12","Chiefs v Lions","38-8","6:1","5-0","Hamilton","19:35","13+"
"S15","AUS","International","Fri, 02 May 2014","12","Rebels v Sharks","16-22","1:1","1-4","Melbourne","19:40","-12"
"S15","NZL","International","Fri, 02 May 2014","12","Blues v Reds","44-14","5:2","5-0","Auckland","19:35","13+"
"S15","AUS","International","Sat, 26 Apr 2014","11","Force v Bulls","15-9","0:0","4-1","Perth","17:40","-12"
"S15","SAF","Conference","Sat, 26 Apr 2014","11","Cheetahs v Stormers","35-22","5:3","5-0","Bloemfontein","17:05","13+"
"S15","NZL","International","Sat, 26 Apr 2014","11","Hurricanes v Reds","35-21","5:2","5-0","Wellington","19:35","13+"
"S15","SAF","International","Fri, 25 Apr 2014","11","Sharks v Highlanders","18-34","0:4","0-5","Durban","19:10","13+"
"S15","AUS","International","Fri, 25 Apr 2014","11","Brumbies v Chiefs","41-23","5:2","5-0","Canberra","17:40","13+"
"S15","NZL","International","Fri, 25 Apr 2014","11","Blues v Waratahs","21-13","2:1","4-0","Auckland","17:35","-12"
"S15","SAF","Conference","Sat, 19 Apr 2014","10","Stormers v Lions","18-3","2:0","4-0","Cape Town","17:05","13+"
"S15","SAF","Conference","Sat, 19 Apr 2014","10","Sharks v Cheetahs","19-8","1:1","4-0","Durban","15:00","-12"
"S15","AUS","International","Sat, 19 Apr 2014","10","Waratahs v Bulls","19-12","1:0","4-1","Sydney","19:40","-12"
"S15","NZL","Conference","Sat, 19 Apr 2014","10","Chiefs v Crusaders","17-18","1:0","1-4","Hamilton","19:35","-12"
"S15","AUS","Conference","Fri, 18 Apr 2014","10","Rebels v Force","22-16","1:1","4-1","Melbourne","19:40","-12"
"S15","NZL","Conference","Fri, 18 Apr 2014","10","Hurricanes v Blues","39-20","5:2","5-0","Wellington","19:35","13+"
"S15","AUS","Conference","Sat, 12 Apr 2014","9","Force v Waratahs","28-16","3:1","4-0","Perth","17:40","-12"
"S15","SAF","International","Sat, 12 Apr 2014","9","Cheetahs v Crusaders","31-52","4:6","1-5","Bloemfontein","17:05","13+"
"S15","SAF","Conference","Sat, 12 Apr 2014","9","Lions v Sharks","12-25","0:1","0-4","Johannesburg","19:10","13+"
"S15","NZL","International","Sat, 12 Apr 2014","9","Chiefs v Rebels","22-16","1:1","4-1","Hamilton","19:35","-12"
